id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj	proximal_genes	left	right
W_71256	2911.15502732163	4765.29289306106	129.948228712485	0.0272697254142988	-5.19655601630643	0.00563039659363745	0.055664148141643	CCNA_01660,	1781375	1781400
W_7181	689.612256281484	1136.38295829109	19.4562032670691	0.0171211677587348	-5.86807508486507	0.00566017100658975	0.0557646581840575	CCNA_00167,	179500	179525
W_40262	753.594381556234	1235.27874876422	31.0678307442559	0.0251504616066101	-5.31327131056079	0.00730043123435595	0.0627835938437736	CCNA_00930,	1006525	1006550
W_57223	611.162142232402	1011.61940616727	10.4762463300945	0.0103559167274044	-6.59340092018148	0.00839543784680517	0.0671283074529294	CCNA_01303,	1430550	1430575
W_71263	4341.60307168836	7092.33036352133	215.512133938913	0.0303866462633182	-5.04041873460108	0.0131448523008828	0.0824295935256422	CCNA_01660,	1781550	1781575
W_126231	841.701081681585	1373.83188320638	43.5048793943972	0.0316668144961532	-4.98088444213537	0.0161335515666057	0.0913417995419544	CCNA_03002,	3155750	3155775
W_57224	818.008209878959	1341.46538407508	32.8224485847759	0.0244676075688725	-5.35298314750181	0.0228345730073519	0.108526593390318	CCNA_01303,	1430575	1430600
W_146566	2036.28749883586	3303.15570564283	135.985188625414	0.0411682647575798	-4.60232354943212	0.0228782231434028	0.108619539079114	CCNA_03506,CCNA_03505,	3664125	3664150
W_120502	761.848062069704	1235.23877347814	51.7619949570449	0.0419044447668164	-4.57675291236678	0.0265071762017419	0.11735477795236	CCNA_02860,	3012525	3012550
W_40260	1264.92176340158	1995.25089260291	169.428069599601	0.0849156716219149	-3.55782535466834	0.0271231012256237	0.118671077332031	CCNA_00930,	1006475	1006500
W_40261	1447.52788789686	2282.83914130248	194.56100778842	0.0852276466914843	-3.55253469271792	0.0273660479448068	0.119182536154699	CCNA_00930,	1006500	1006525
W_120501	983.824002267896	1605.40508603961	51.452376610331	0.0320494665538026	-4.96355584561677	0.0282039172711855	0.121030828788343	CCNA_02860,	3012500	3012525
W_149782	2950.46213781153	4806.51534837707	166.382321963216	0.0346159972253903	-4.85241727954002	0.0294826856429351	0.123839266562184	CCNA_03589,CCNA_03590,	3744525	3744550
W_40265	1124.07856340912	1799.80326367901	110.49151300428	0.0613908837893883	-4.02583175060087	0.029967182526009	0.12506922920929	CCNA_00930,	1006600	1006625
W_149789	865.721983571729	1359.67844154156	124.787296616976	0.0917770649327174	-3.44572252025184	0.0356027233908504	0.137182521596913	CCNA_03589,CCNA_03590,	3744700	3744725
W_143104	761.21169965473	1237.13701047645	47.3237334221512	0.0382526211902154	-4.70829758056919	0.0422602314136586	0.150278770870762	CCNA_03410,CCNA_03409,	3577575	3577600
W_149788	734.658277564071	1159.85227536239	96.8672808665968	0.0835169123898398	-3.58178781314238	0.0446744777647004	0.154755560770517	CCNA_03589,CCNA_03590,	3744675	3744700
W_71255	844.377633578505	1321.48978016537	128.709413698205	0.0973972070234993	-3.35997578780715	0.0453543203440078	0.156123099881344	CCNA_01660,	1781350	1781375
W_149781	1472.1314366865	2335.33712087314	177.322910406526	0.0759303266417603	-3.71917997531715	0.0489225370760604	0.162995762120606	CCNA_03589,CCNA_03590,	3744500	3744525
W_126232	675.961837594371	1082.70256930951	65.8507400216548	0.0608207109581818	-4.03929350905468	0.05007481709408	0.165026165869562	CCNA_03002,	3155775	3155800
W_146565	885.613736208161	1422.07624591151	80.919971653144	0.0569026955381544	-4.13535919370302	0.0509152490190339	0.166582252349006	CCNA_03506,CCNA_03505,	3664100	3664125
W_146567	2607.11996859981	4145.44535183962	299.631893740096	0.0722797837890031	-3.79026399910901	0.0545393998227319	0.173250197758585	CCNA_03506,	3664150	3664175
W_130577	638.634656154013	1044.22982883658	30.2418971301656	0.0289609588761312	-5.10974681998696	0.0593402521105674	0.182243333260856	CCNA_03114,CCNA_03113,	3264400	3264425
W_149783	2945.79833638618	4769.87711877061	209.680162809527	0.043959237856335	-4.50768981600845	0.05940591544314	0.182328485892664	CCNA_03589,CCNA_03590,	3744550	3744575
W_130578	721.629081334219	1187.78347412103	22.3974921539952	0.0188565446834234	-5.72879085229779	0.0650814233139432	0.192599378297932	CCNA_03114,CCNA_03113,	3264425	3264450
W_57227	1119.14908617418	1860.91347847555	6.50249772212764	0.00349425042987729	-8.16080127600818	0.0686651317007953	0.199101103413842	CCNA_01303,	1430650	1430675
W_57225	729.443596165837	1184.74045211026	46.4983122491966	0.0392476783977231	-4.67124887241127	0.072428949787912	0.205419023161713	CCNA_01303,	1430600	1430625
W_57228	1897.84459452999	3154.81715171609	12.3857587508275	0.00392598307768491	-7.99273033034824	0.0726441012783016	0.205694055723679	CCNA_01303,	1430675	1430700
W_146575	645.959903080154	1045.18825304765	47.1173781289125	0.0450802790708025	-4.47135974319057	0.0759079297276383	0.211244439954835	CCNA_03506,	3664350	3664375
W_40266	1421.24079559508	2164.98802256135	305.619955145678	0.141164732534689	-2.82454839262763	0.0858525679538876	0.227877152750269	CCNA_00930,	1006625	1006650
W_57229	3742.30361950539	6224.75251940701	18.6302696529789	0.002992933388901	-8.38422411426964	0.0928697585015206	0.239690398880525	CCNA_01303,	1430700	1430725
